locality,zone,bhk,total_sqft,bathrooms,balconies,age_years,floor_no,total_floors,property_type,amenities_score,parking,distance_to_it_park_km,price_lakhs
Hadapsar,Outskirts,3,1359.6,3,0.0,1,24,29,Apartment,2,1,0.7,120.12
Kharadi,IT Corridor,2,783.3,3,1.0,1,3,3,Builder Floor,3,1,4.3,131.58
Camp,Central,4,1905.8,4,0.0,12,0,12,Apartment,2,1,1.7,124.52
Wakad,Mid-tier,3,1639.6,3,2.0,0,7,28,Apartment,4,1,5.0,174.28
Kalyani Nagar,Premium West,2,1217.0,3,1.0,18,5,28,Apartment,5,0,0.3,169.81
Kothrud,IT Corridor,3,2037.5,3,1.0,18,16,18,Builder Floor,2,1,12.8,217.45
NIBM Road,Outskirts,4,2057.2,5,2.0,12,1,4,Apartment,2,1,1.0,152.85
Koregaon Park,Premium West,4,2307.4,4,1.0,8,9,19,Apartment,0,1,4.0,413.23
Kondhwa,Outskirts,1,610.9,2,2.0,3,1,8,Apartment,3,1,3.4,51.56
Narhe,Outskirts,2,961.6,3,2.0,3,6,7,Apartment,3,1,1.3,66.38
Balewadi,IT Corridor,3,1494.1,3,2.0,3,7,17,Apartment,3,0,2.7,222.9
Baner,Premium West,2,1074.7,2,2.0,3,2,22,Builder Floor,2,0,6.7,132.63
Magarpatta,Mid-tier,2,870.6,2,2.0,0,5,24,Apartment,1,0,0.6,87.77
Moshi,Outskirts,4,2443.3,4,3.0,5,13,16,Apartment,3,1,10.1,181.25
Koregaon Park,Premium West,4,2189.5,5,1.0,18,16,16,Apartment,1,1,8.1,432.56
Ravet,Mid-tier,3,1519.6,3,1.0,2,2,22,Apartment,5,1,4.2,175.36
Camp,Central,4,2137.0,4,1.0,12,11,18,Apartment,2,1,9.4,141.43
Balewadi,IT Corridor,3,1490.1,3,2.0,2,6,13,Apartment,0,1,0.0,222.42
Narayan Peth,Central,3,1119.4,3,2.0,5,10,18,Apartment,5,1,3.8,78.82
Koregaon Park,Premium West,3,1114.2,4,2.0,2,22,24,Apartment,1,0,4.8,265.38
Shivaji Nagar,Central,2,948.3,2,1.0,18,14,21,Apartment,4,1,4.0,80.0
Magarpatta,Mid-tier,4,2405.5,4,2.0,8,0,11,Villa,2,1,1.5,283.6
Kiwale,Outskirts,1,661.4,2,2.0,0,11,17,Apartment,0,0,6.5,40.41
Wagholi,Outskirts,2,1238.6,3,2.0,2,5,12,Apartment,1,1,4.1,68.89
Hinjewadi,Mid-tier,3,1305.2,3,2.0,2,16,16,Apartment,2,1,0.9,162.38
Sinhgad Road,Outskirts,4,2712.4,4,3.0,2,27,27,Apartment,5,1,8.2,195.92
Kothrud,IT Corridor,3,1634.3,3,1.0,5,3,20,Apartment,0,1,0.5,184.58
Undri,Outskirts,1,677.6,1,2.0,3,1,27,Apartment,1,0,9.3,47.0
Undri,Outskirts,3,1284.6,4,,0,15,28,Apartment,3,1,1.1,107.68
Wakad,Mid-tier,2,1011.4,2,1.0,1,2,10,Apartment,0,1,5.5,98.17
Somwar Peth,Central,1,603.4,1,1.0,5,6,18,Apartment,4,1,10.6,50.01
Swargate,Central,3,1952.7,3,2.0,18,9,9,Apartment,0,1,0.6,151.42
Kalyani Nagar,Premium West,3,1475.5,3,2.0,0,3,4,Apartment,2,1,9.0,318.11
Kothrud,IT Corridor,2,1017.3,2,3.0,5,7,17,Apartment,3,1,3.8,109.14
Camp,Central,2,1205.8,3,2.0,0,22,29,Builder Floor,5,1,13.9,119.15
Hadapsar,Outskirts,2,1191.8,2,2.0,8,1,4,Apartment,5,1,3.2,89.31
Wagholi,Outskirts,2,839.7,3,2.0,0,8,26,Apartment,5,1,4.2,56.79
Camp,Central,4,1875.7,5,2.0,1,1,6,Apartment,4,1,10.4,183.68
Chinchwad,Outskirts,2,808.0,2,2.0,3,18,22,Apartment,4,1,4.8,68.44
Moshi,Outskirts,2,1189.3,3,2.0,3,2,12,Apartment,4,1,4.5,90.85
Hinjewadi,Mid-tier,1,707.2,2,1.0,2,7,9,Apartment,0,1,8.2,68.83
Sinhgad Road,Outskirts,2,891.1,2,3.0,5,9,10,Apartment,0,1,2.1,73.0
Aundh,Premium West,3,1442.6,3,1.0,1,3,9,Builder Floor,2,0,11.5,219.79
Aundh,Premium West,4,1878.2,4,0.0,5,8,11,Apartment,3,0,3.0,314.36
Moshi,Outskirts,2,1195.6,2,0.0,5,14,25,Apartment,4,0,6.4,94.57
Pashan,Premium West,2,919.5,3,1.0,5,8,15,Apartment,2,1,5.4,153.64
Wagholi,Outskirts,3,1451.9,4,0.0,2,23,23,Apartment,4,1,9.5,100.53
Kharadi,IT Corridor,3,1636.2,3,1.0,5,15,24,Apartment,2,0,4.7,159.05
Koregaon Park,Premium West,1,553.3,1,1.0,3,2,14,Apartment,2,0,9.9,91.95
Viman Nagar,IT Corridor,2,1054.6,3,1.0,8,5,9,Apartment,0,1,0.8,95.7
Wagholi,Outskirts,3,1258.3,3,1.0,8,3,6,Apartment,2,1,2.1,83.62
Swargate,Central,3,1629.0,3,2.0,5,8,11,Apartment,5,0,4.3,168.32
Wakad,Mid-tier,3,1615.0,4,2.0,5,3,16,Apartment,3,1,0.1,186.28
Kondhwa,Outskirts,2,1015.2,2,1.0,0,12,18,Apartment,1,1,0.6,76.45
Viman Nagar,IT Corridor,4,1846.2,4,2.0,12,22,29,Apartment,1,0,5.8,191.71
Baner,Premium West,2,656.7,2,2.0,12,11,25,Apartment,3,1,6.1,75.11
Hadapsar,Outskirts,4,2057.5,4,0.0,8,8,9,Builder Floor,5,1,7.2,108.99
Camp,Central,3,1405.0,4,1.0,3,1,5,Apartment,1,1,9.0,100.67
Bavdhan,Mid-tier,4,1884.0,4,1.0,0,10,17,Apartment,0,1,1.9,187.35
Viman Nagar,IT Corridor,2,1013.4,2,2.0,0,3,12,Apartment,4,1,3.9,168.98
Wakad,Mid-tier,2,1142.8,2,1.0,12,0,7,Builder Floor,3,1,3.5,80.61
Narhe,Outskirts,1,497.8,1,0.0,8,2,5,Builder Floor,1,1,3.0,25.36
Kharadi,IT Corridor,4,2063.3,4,1.0,3,21,29,Apartment,0,1,3.2,323.25
Aundh,Premium West,4,2287.7,4,2.0,5,24,29,Apartment,1,1,0.8,365.73
Aundh,Premium West,2,870.2,2,1.0,12,1,8,Apartment,5,1,4.7,125.32
Moshi,Outskirts,1,582.5,1,2.0,1,4,13,Apartment,4,1,2.7,31.77
Undri,Outskirts,2,726.9,3,1.0,1,23,27,Apartment,5,0,2.9,49.66
Sinhgad Road,Outskirts,3,1979.4,3,3.0,3,11,14,Builder Floor,5,0,7.8,119.62
Kharadi,IT Corridor,2,994.5,2,2.0,12,20,22,Apartment,2,1,7.6,144.89
Hinjewadi,Mid-tier,1,570.8,1,2.0,1,17,19,Apartment,1,1,1.7,57.27
Chinchwad,Outskirts,3,1447.9,3,1.0,8,1,24,Apartment,1,0,4.5,103.34
Wagholi,Outskirts,2,1208.7,2,2.0,5,0,12,Apartment,0,1,9.0,58.14
Ravet,Mid-tier,2,1238.3,2,1.0,8,5,29,Apartment,0,1,4.7,92.35
Kiwale,Outskirts,2,1221.3,2,2.0,8,4,24,Apartment,3,0,3.5,80.32
Somwar Peth,Central,2,499.1,3,1.0,8,14,18,Apartment,2,1,3.4,35.53
Magarpatta,Mid-tier,3,1486.0,4,3.0,3,2,28,Apartment,0,0,10.8,123.43
Ravet,Mid-tier,3,1696.0,3,2.0,5,1,6,Apartment,5,1,6.9,171.35
Narayan Peth,Central,2,1019.2,2,0.0,2,1,12,Builder Floor,0,0,6.1,70.38
Wakad,Mid-tier,4,1625.3,5,2.0,5,16,23,Apartment,5,1,13.4,165.12
Viman Nagar,IT Corridor,2,954.1,3,2.0,25,16,29,Apartment,0,1,7.1,75.81
Baner,Premium West,3,1727.5,3,1.0,2,15,20,Apartment,3,1,3.9,337.72
Aundh,Premium West,3,1606.7,3,2.0,5,25,27,Villa,2,0,3.8,352.1
Moshi,Outskirts,3,1752.9,3,2.0,2,1,26,Apartment,2,0,3.6,122.35
Balewadi,IT Corridor,2,1159.3,2,3.0,5,0,5,Apartment,4,1,2.4,138.61
Hinjewadi,Mid-tier,1,461.4,2,0.0,1,19,26,Apartment,4,0,6.6,45.27
Aundh,Premium West,3,1636.2,4,3.0,8,4,13,Apartment,2,1,9.9,282.08
Shivaji Nagar,Central,1,437.8,1,2.0,5,4,15,Apartment,5,0,5.9,37.48
NIBM Road,Outskirts,2,1065.0,3,1.0,2,18,24,Apartment,3,0,5.2,98.77
Kothrud,IT Corridor,2,962.8,2,2.0,5,12,19,Apartment,5,1,1.9,126.91
Camp,Central,1,452.2,1,1.0,0,6,27,Builder Floor,1,1,1.9,38.48
Kondhwa,Outskirts,1,426.2,1,1.0,3,8,23,Villa,5,1,1.8,46.17
Ravet,Mid-tier,4,2433.8,4,3.0,1,10,12,Apartment,0,1,6.7,230.69
NIBM Road,Outskirts,2,1100.9,3,2.0,1,4,12,Apartment,0,1,10.9,109.57
Kondhwa,Outskirts,2,698.2,3,1.0,0,8,13,Builder Floor,3,1,8.1,44.58
Kothrud,IT Corridor,4,1926.6,4,2.0,0,6,18,Apartment,1,1,5.2,285.8
Swargate,Central,5,2517.5,5,2.0,12,5,15,Apartment,1,1,5.1,127.53
Moshi,Outskirts,1,579.9,1,1.0,18,0,11,Apartment,3,1,7.2,24.34
Boat Club Road,Premium West,3,1464.9,4,2.0,2,3,16,Apartment,0,1,3.4,318.78
Wakad,Mid-tier,2,1190.1,2,2.0,25,10,23,Apartment,4,1,13.2,84.86
NIBM Road,Outskirts,3,1526.4,3,3.0,8,17,22,Apartment,3,0,8.2,126.22
Wakad,Mid-tier,2,1023.8,3,2.0,5,7,7,Apartment,5,1,8.4,86.97
Sinhgad Road,Outskirts,4,2553.0,5,1.0,5,9,11,Apartment,0,0,13.2,214.72
Pashan,Premium West,2,1225.1,2,2.0,1,17,18,Apartment,2,1,1.9,195.08
Wagholi,Outskirts,3,1273.6,3,2.0,3,3,10,Apartment,1,1,5.6,79.79
Sinhgad Road,Outskirts,2,952.2,2,2.0,12,3,13,Apartment,1,1,13.1,44.8
Wagholi,Outskirts,1,587.0,1,2.0,18,1,16,Apartment,5,1,10.8,28.07
Wagholi,Outskirts,2,1031.0,2,2.0,3,24,28,Builder Floor,5,1,7.4,59.09
Wagholi,Outskirts,5,2844.7,5,1.0,5,0,24,Apartment,1,1,8.2,188.95
Wagholi,Outskirts,2,940.9,2,1.0,25,5,10,Apartment,5,1,9.4,42.0
Kothrud,IT Corridor,2,1093.8,2,0.0,3,11,28,Apartment,4,1,6.5,135.1
Wakad,Mid-tier,2,856.3,3,1.0,3,11,13,Apartment,3,1,11.2,74.71
Moshi,Outskirts,2,1330.7,2,2.0,8,3,3,Apartment,3,1,7.6,98.23
Shivaji Nagar,Central,3,1381.5,3,2.0,25,9,13,Apartment,1,1,10.8,95.65
Boat Club Road,Premium West,2,861.8,2,0.0,1,14,18,Apartment,3,0,6.2,182.76
Kondhwa,Outskirts,4,2443.6,4,2.0,12,4,13,Apartment,2,0,6.5,162.82
Moshi,Outskirts,2,1114.0,3,2.0,25,3,4,Apartment,2,1,4.3,52.97
Kharadi,IT Corridor,2,840.4,2,2.0,5,7,9,Apartment,4,1,4.1,115.36
Somwar Peth,Central,2,1176.0,2,2.0,8,1,28,Builder Floor,1,1,0.9,65.1
Balewadi,IT Corridor,3,1431.9,3,,1,11,26,Apartment,4,0,5.1,216.52
Hinjewadi,Mid-tier,2,1173.8,3,1.0,2,12,15,Apartment,5,1,3.2,128.01
NIBM Road,Outskirts,1,557.9,1,1.0,3,20,28,Apartment,3,0,13.3,40.17
Wagholi,Outskirts,1,753.3,2,2.0,3,25,28,Apartment,0,0,4.3,48.53
Kiwale,Outskirts,3,1592.4,3,,3,14,20,Apartment,2,1,5.6,113.18
Kondhwa,Outskirts,3,1614.7,3,0.0,12,6,26,Apartment,4,1,8.2,100.04
Koregaon Park,Premium West,1,654.0,1,1.0,1,0,11,Apartment,0,1,1.8,141.83
Shivaji Nagar,Central,3,1696.0,3,2.0,1,0,3,Apartment,4,1,4.7,162.6
Moshi,Outskirts,2,1414.4,2,2.0,0,21,22,Apartment,1,0,0.9,84.68
Kalyani Nagar,Premium West,2,1190.1,2,0.0,2,6,25,Builder Floor,0,1,2.1,196.68
Kondhwa,Outskirts,2,1087.8,3,1.0,5,0,3,Builder Floor,1,1,9.5,68.77
Bavdhan,Mid-tier,3,1296.0,3,0.0,3,5,5,Builder Floor,2,1,1.1,120.77
Undri,Outskirts,4,2395.4,5,1.0,1,5,27,Apartment,3,1,9.8,163.1
Kiwale,Outskirts,3,1194.4,3,2.0,12,1,11,Apartment,4,1,0.7,67.86
Kalyani Nagar,Premium West,1,654.6,1,1.0,3,1,4,Apartment,4,1,3.9,120.28
Bavdhan,Mid-tier,1,708.6,2,0.0,5,21,29,Apartment,3,1,0.7,58.47
Balewadi,IT Corridor,2,959.3,2,1.0,3,20,21,Apartment,4,1,4.5,148.81
NIBM Road,Outskirts,1,642.1,2,2.0,5,4,8,Apartment,4,1,6.3,56.69
Balewadi,IT Corridor,2,881.6,3,2.0,5,12,21,Apartment,5,1,4.5,112.18
Camp,Central,2,1297.4,3,2.0,1,5,10,Apartment,0,0,3.9,128.29
Kothrud,IT Corridor,2,829.7,2,1.0,12,15,18,Apartment,0,0,3.5,78.54
Bavdhan,Mid-tier,4,1798.3,4,2.0,5,14,21,Apartment,3,1,11.9,175.27
Narayan Peth,Central,2,1051.4,2,2.0,1,0,15,Villa,3,1,6.2,109.56
Kondhwa,Outskirts,1,543.4,1,1.0,8,18,26,Apartment,0,0,4.7,44.43
Shivaji Nagar,Central,2,834.4,3,2.0,5,10,19,Apartment,5,0,9.5,68.32
Kalyani Nagar,Premium West,2,1096.2,3,2.0,25,12,20,Apartment,1,1,12.7,170.57
Kharadi,IT Corridor,2,890.9,2,3.0,5,4,7,Apartment,5,1,7.5,126.41
Narhe,Outskirts,2,1087.7,3,2.0,8,0,4,Apartment,0,1,6.6,75.63
Ravet,Mid-tier,5,3074.5,5,2.0,18,10,21,Apartment,0,1,10.1,260.1
Aundh,Premium West,3,1606.8,3,2.0,18,11,16,Apartment,5,0,3.4,260.36
Koregaon Park,Premium West,2,1002.9,2,1.0,8,2,5,Builder Floor,1,1,9.2,121.65
Kalyani Nagar,Premium West,2,874.8,2,3.0,25,6,6,Apartment,0,1,8.9,103.03
Wakad,Mid-tier,4,2232.0,4,0.0,5,3,12,Apartment,2,0,0.1,221.78
Swargate,Central,2,1128.6,2,0.0,12,15,25,Apartment,2,1,4.9,96.47
Swargate,Central,2,939.2,2,3.0,2,3,3,Apartment,4,0,0.6,69.67
Narayan Peth,Central,3,1716.7,3,3.0,1,10,11,Villa,1,1,11.6,211.82
Somwar Peth,Central,1,627.5,1,0.0,5,1,13,Builder Floor,2,0,7.8,41.9
Undri,Outskirts,3,1361.3,3,1.0,5,8,9,Apartment,5,1,1.4,98.3
NIBM Road,Outskirts,2,1146.7,2,2.0,5,8,14,Apartment,5,1,2.8,112.1
Kharadi,IT Corridor,4,2583.5,4,2.0,5,18,18,Apartment,4,0,13.6,336.97
Camp,Central,2,911.2,3,1.0,3,15,17,Apartment,5,1,2.1,89.25
Balewadi,IT Corridor,4,2264.3,4,1.0,12,10,23,Apartment,2,0,7.8,209.47
Kalyani Nagar,Premium West,2,1161.4,2,2.0,18,26,28,Villa,3,1,8.2,206.71
Ravet,Mid-tier,3,1856.4,3,2.0,8,8,19,Apartment,5,0,0.1,169.86
Swargate,Central,4,2058.9,4,1.0,3,2,14,Apartment,4,1,8.3,179.94
Bavdhan,Mid-tier,3,1544.5,3,2.0,1,3,5,Builder Floor,2,0,7.3,135.92
Kothrud,IT Corridor,3,1779.9,3,,8,14,16,Apartment,5,1,12.2,173.41
Pashan,Premium West,2,1032.9,2,1.0,12,25,25,Builder Floor,3,1,4.3,140.7
Wagholi,Outskirts,4,2427.1,4,2.0,5,17,29,Apartment,3,1,2.1,171.74
Wakad,Mid-tier,2,934.0,2,3.0,5,3,4,Apartment,3,1,5.4,93.07
Kharadi,IT Corridor,2,1019.3,2,2.0,3,8,14,Apartment,3,1,4.0,169.01
Narayan Peth,Central,3,1327.0,3,2.0,3,5,23,Builder Floor,1,1,10.6,92.92
Viman Nagar,IT Corridor,2,1272.7,3,1.0,12,16,19,Apartment,2,1,2.8,128.44
NIBM Road,Outskirts,3,1225.2,3,3.0,5,9,12,Apartment,4,1,4.9,127.32
Koregaon Park,Premium West,2,876.2,2,1.0,2,4,8,Apartment,2,1,1.6,239.06
Wagholi,Outskirts,2,1115.2,3,2.0,5,23,23,Apartment,1,0,4.2,59.45
Magarpatta,Mid-tier,2,897.7,2,1.0,1,3,5,Apartment,1,1,7.4,77.47
Aundh,Premium West,5,2936.8,5,1.0,5,2,19,Apartment,1,1,7.5,377.48
Hinjewadi,Mid-tier,3,1635.4,4,3.0,5,3,13,Apartment,4,1,4.6,180.72
Pashan,Premium West,2,1062.6,2,2.0,5,16,29,Villa,5,1,6.2,180.45
Hinjewadi,Mid-tier,3,1280.7,3,3.0,8,15,29,Builder Floor,2,1,5.5,107.09
Shivaji Nagar,Central,2,872.7,2,2.0,5,9,22,Apartment,5,0,6.9,78.63
Viman Nagar,IT Corridor,1,474.5,2,1.0,8,6,16,Apartment,1,1,2.9,45.29
Boat Club Road,Premium West,3,1707.3,3,1.0,12,1,6,Apartment,4,1,7.4,354.81
Balewadi,IT Corridor,2,1065.0,3,3.0,12,8,17,Apartment,1,1,1.5,139.8
Balewadi,IT Corridor,2,1010.1,2,,2,1,26,Apartment,4,1,0.7,104.06
Viman Nagar,IT Corridor,2,774.0,2,1.0,18,3,29,Apartment,4,0,6.1,82.0
Kalyani Nagar,Premium West,3,1638.3,3,1.0,2,17,21,Apartment,0,1,6.6,419.65
Boat Club Road,Premium West,2,979.2,2,2.0,3,10,12,Apartment,2,1,0.8,194.63
Aundh,Premium West,3,1332.1,3,3.0,2,3,10,Apartment,4,0,8.6,291.35
Moshi,Outskirts,3,1562.2,3,1.0,1,8,22,Apartment,2,1,14.5,116.84
Hadapsar,Outskirts,3,1433.4,3,1.0,25,11,19,Apartment,5,1,6.6,97.44
Shivaji Nagar,Central,1,486.5,2,2.0,12,2,10,Apartment,3,1,6.0,28.05
Aundh,Premium West,3,1249.1,4,1.0,2,9,18,Builder Floor,5,1,7.3,172.06
Koregaon Park,Premium West,4,1699.2,4,3.0,12,0,12,Apartment,0,1,1.6,241.97
Pashan,Premium West,2,1174.5,3,1.0,1,23,26,Apartment,5,1,6.0,265.28
Swargate,Central,3,1471.8,3,2.0,2,0,10,Apartment,2,1,4.3,144.96
Aundh,Premium West,3,1521.1,4,1.0,8,16,17,Apartment,0,0,4.5,221.32
Baner,Premium West,2,1098.5,2,1.0,5,7,13,Apartment,0,1,2.5,175.72
NIBM Road,Outskirts,2,887.2,2,3.0,2,5,9,Apartment,4,0,7.5,86.65
Chinchwad,Outskirts,2,1068.4,2,2.0,8,3,14,Apartment,1,1,1.6,70.14
Pashan,Premium West,2,895.3,2,3.0,12,4,21,Apartment,0,1,8.7,120.85
Sinhgad Road,Outskirts,1,539.9,1,2.0,3,6,25,Apartment,0,1,6.2,33.92
Aundh,Premium West,3,1324.4,3,3.0,8,14,24,Apartment,5,1,2.0,207.41
Bavdhan,Mid-tier,2,1145.8,3,2.0,5,7,29,Apartment,1,1,2.6,108.93
Camp,Central,3,1510.0,3,2.0,8,4,20,Villa,0,0,0.7,114.52
Kiwale,Outskirts,4,1954.5,5,2.0,3,7,7,Apartment,2,1,1.6,156.59
Kalyani Nagar,Premium West,3,1658.0,3,1.0,5,7,21,Apartment,1,1,8.4,314.38
Bavdhan,Mid-tier,2,1093.4,2,3.0,0,1,6,Apartment,4,0,5.8,118.03
Viman Nagar,IT Corridor,2,807.0,3,2.0,12,4,18,Apartment,4,1,6.1,95.25
Koregaon Park,Premium West,4,1938.7,4,1.0,5,23,25,Apartment,2,1,10.6,484.39
Viman Nagar,IT Corridor,2,858.6,2,1.0,18,5,10,Apartment,1,1,7.9,72.67
Kharadi,IT Corridor,3,1538.2,4,1.0,5,25,28,Apartment,2,1,12.4,195.45
Kondhwa,Outskirts,3,1415.9,3,1.0,8,4,19,Apartment,1,1,2.4,85.81
Undri,Outskirts,3,1586.0,3,2.0,8,23,25,Apartment,0,1,6.1,83.35
Wagholi,Outskirts,1,717.7,1,1.0,5,2,22,Apartment,3,1,4.7,47.24
Hadapsar,Outskirts,2,1241.3,2,1.0,5,1,10,Apartment,1,1,9.8,72.71
Undri,Outskirts,3,1693.9,3,1.0,18,7,9,Builder Floor,0,1,13.2,77.44
NIBM Road,Outskirts,2,1098.0,2,2.0,2,23,26,Apartment,3,1,3.7,104.53
Viman Nagar,IT Corridor,3,1232.3,4,0.0,3,19,25,Villa,5,1,3.5,180.93
Moshi,Outskirts,3,1353.3,4,0.0,0,13,28,Villa,1,1,2.0,93.16
Chinchwad,Outskirts,1,667.0,1,3.0,8,7,12,Builder Floor,0,1,1.6,40.31
Kiwale,Outskirts,3,1506.7,3,2.0,5,0,13,Apartment,4,1,8.8,76.8
Hinjewadi,Mid-tier,2,1020.1,3,1.0,1,1,5,Apartment,4,1,3.2,89.83
Viman Nagar,IT Corridor,5,3381.7,6,1.0,3,7,10,Apartment,4,1,11.1,391.56
Kharadi,IT Corridor,2,1209.0,2,1.0,2,7,8,Apartment,1,1,7.4,183.57
Camp,Central,3,1459.8,3,1.0,8,8,24,Apartment,0,1,4.1,84.61
Koregaon Park,Premium West,2,1010.5,2,2.0,18,1,5,Apartment,4,1,14.6,194.08
Moshi,Outskirts,2,860.5,3,2.0,12,1,5,Apartment,4,1,5.3,55.56
Kondhwa,Outskirts,4,1080.9,4,2.0,8,9,15,Apartment,5,1,8.0,73.31
Kharadi,IT Corridor,2,1135.6,2,0.0,8,2,26,Apartment,2,1,4.2,127.41
Aundh,Premium West,2,1100.4,3,1.0,1,14,24,Builder Floor,2,1,3.6,181.92
Ravet,Mid-tier,5,2940.9,5,3.0,18,10,25,Apartment,0,1,5.9,188.85
Ravet,Mid-tier,3,1328.5,3,1.0,25,0,8,Villa,0,1,4.6,92.24
Aundh,Premium West,2,887.4,3,0.0,5,2,6,Apartment,4,1,9.7,119.8
Wakad,Mid-tier,2,951.5,2,1.0,5,1,4,Apartment,3,1,2.6,99.71
Wakad,Mid-tier,3,1291.6,3,1.0,1,3,14,Builder Floor,4,1,6.2,130.22
Aundh,Premium West,4,2066.4,5,1.0,0,1,11,Apartment,3,0,4.8,362.65
Baner,Premium West,3,1139.3,3,0.0,8,6,9,Apartment,0,0,8.4,183.37
Moshi,Outskirts,2,806.0,2,2.0,1,3,17,Apartment,5,0,7.2,57.91
Kondhwa,Outskirts,2,972.9,2,1.0,8,1,14,Apartment,4,1,6.0,61.47
Balewadi,IT Corridor,1,581.2,1,,12,17,29,Apartment,2,1,9.0,58.33
Shivaji Nagar,Central,3,1568.6,3,1.0,0,5,26,Apartment,1,1,15.8,125.94
Camp,Central,3,1418.5,4,1.0,8,13,21,Apartment,4,1,6.3,129.6
Baner,Premium West,2,1242.1,3,0.0,18,27,29,Apartment,3,0,3.1,152.8
NIBM Road,Outskirts,2,1089.9,2,1.0,3,0,21,Apartment,4,1,7.6,87.82
Bavdhan,Mid-tier,2,1077.9,2,1.0,25,1,10,Apartment,1,1,5.6,73.69
Shivaji Nagar,Central,2,975.1,2,2.0,12,23,24,Apartment,5,1,7.6,65.25
Baner,Premium West,2,929.4,2,0.0,0,9,22,Apartment,2,1,5.9,155.13
Kiwale,Outskirts,2,925.0,2,2.0,1,8,10,Apartment,4,0,8.0,60.77
Aundh,Premium West,2,1001.8,2,0.0,3,5,10,Apartment,2,1,4.1,169.35
Balewadi,IT Corridor,3,1710.9,3,1.0,3,0,3,Apartment,4,0,2.9,189.32
Baner,Premium West,4,1983.9,4,1.0,2,4,27,Apartment,1,1,4.7,329.31
Pashan,Premium West,3,1544.7,3,3.0,5,6,17,Apartment,3,1,3.8,240.48
Kharadi,IT Corridor,2,1295.2,2,1.0,2,0,7,Builder Floor,2,1,3.8,130.24
Kalyani Nagar,Premium West,3,1384.3,4,2.0,8,5,28,Apartment,3,1,0.7,238.64
Pashan,Premium West,2,1141.8,2,1.0,8,24,29,Apartment,1,1,0.1,111.69
Narhe,Outskirts,2,1159.7,2,2.0,12,3,7,Apartment,4,1,9.7,52.85
Narayan Peth,Central,3,1541.7,3,1.0,2,2,16,Apartment,4,1,10.1,135.13
Pashan,Premium West,2,865.2,2,1.0,3,10,14,Apartment,4,1,2.8,154.05
Magarpatta,Mid-tier,2,896.1,2,2.0,8,6,24,Apartment,1,0,6.5,71.29
Camp,Central,3,1831.0,4,2.0,2,7,27,Apartment,4,1,10.8,178.08
Kalyani Nagar,Premium West,2,1021.1,2,1.0,3,7,7,Apartment,4,0,3.9,184.86
NIBM Road,Outskirts,2,895.0,2,0.0,2,4,21,Apartment,1,1,7.5,95.4
Kharadi,IT Corridor,2,1111.7,3,,0,10,28,Apartment,2,0,5.0,149.68
Somwar Peth,Central,3,1574.7,3,2.0,0,4,4,Apartment,2,0,8.1,170.81
Hinjewadi,Mid-tier,3,1334.7,3,0.0,5,3,13,Apartment,2,0,11.4,137.05
Sinhgad Road,Outskirts,3,1446.6,3,2.0,8,12,12,Apartment,1,1,3.6,134.47
Shivaji Nagar,Central,3,1179.6,3,2.0,8,15,26,Apartment,2,1,6.3,104.32
Hadapsar,Outskirts,2,1020.6,3,2.0,5,11,17,Apartment,3,1,2.8,86.86
Aundh,Premium West,2,1178.5,3,3.0,5,1,14,Builder Floor,1,0,9.3,198.1
NIBM Road,Outskirts,3,1380.8,3,1.0,3,21,24,Apartment,5,0,5.4,144.58
Sinhgad Road,Outskirts,2,1263.1,2,2.0,12,8,27,Apartment,1,1,2.0,85.75
Wagholi,Outskirts,2,876.2,2,3.0,3,4,12,Builder Floor,3,1,7.5,51.11
Narayan Peth,Central,2,1148.4,2,2.0,1,8,24,Apartment,2,1,4.8,87.07
Kondhwa,Outskirts,3,1682.0,3,2.0,2,14,19,Builder Floor,1,1,6.6,96.97
Kondhwa,Outskirts,3,1685.1,3,1.0,5,3,15,Builder Floor,2,1,11.3,110.58
Kiwale,Outskirts,2,1014.6,2,1.0,3,2,12,Apartment,5,1,5.4,65.6
Viman Nagar,IT Corridor,2,1258.3,2,2.0,2,15,29,Apartment,4,1,7.7,207.83
Swargate,Central,4,2672.4,4,2.0,8,4,5,Apartment,3,1,2.2,186.34
Narayan Peth,Central,2,1136.1,3,2.0,18,9,15,Apartment,4,1,5.5,72.75
Kalyani Nagar,Premium West,2,969.1,3,1.0,1,8,9,Apartment,1,1,9.2,160.5
Chinchwad,Outskirts,2,1114.7,2,1.0,5,3,23,Builder Floor,2,1,5.6,79.9
Ravet,Mid-tier,1,744.4,1,3.0,5,9,21,Builder Floor,3,1,6.9,44.49
Viman Nagar,IT Corridor,2,1293.9,3,2.0,3,6,10,Apartment,4,1,4.0,175.91
Chinchwad,Outskirts,3,1512.2,3,3.0,1,1,4,Apartment,4,1,2.7,133.39
Hinjewadi,Mid-tier,2,1172.9,3,1.0,1,16,24,Apartment,5,1,6.5,126.21
Kondhwa,Outskirts,3,1693.6,4,2.0,5,11,12,Apartment,3,0,5.6,124.31
Kiwale,Outskirts,3,1235.8,3,2.0,12,19,25,Apartment,1,1,12.0,75.89
Moshi,Outskirts,2,933.5,3,2.0,2,0,3,Apartment,0,1,6.9,58.72
Koregaon Park,Premium West,4,2174.6,5,1.0,0,0,4,Apartment,2,1,8.3,467.11
Kharadi,IT Corridor,4,2444.6,4,2.0,2,1,22,Apartment,0,1,5.4,480.27
